==========================================================================================
  AdaptiveReasoning agent, human-primed   |   game='ar25'
  traces=C:\Users\coudr\OneDrive\projects\adaptive_reasoning\__no_traces__   memory=diagnostics\sampling_setup_compare\ar25_120s_latent_program_v2\latent_program_memory.pt
  time_budget=120.0s   mode=development
  sampler stage: v2
  planner mode:  prior
==========================================================================================
  resolved game_id = ar25-e3c63847
  [human] no trace files under C:\Users\coudr\OneDrive\projects\adaptive_reasoning\__no_traces__
  [warn] continuing without human priors (no traces found).
  [cross-game] fresh memory
  [tuning] stall_fraction=0.25 max_wins=999 level_up_bonus=30.0s preserve_env=True
  [task-program] disabled via --no-task-program

  running agent.main() with 120.0s budget ...

[DIAG ar25-e3c63847] ITER-START iter=1 knowledge=0.00 epsilon=1.00 total_wins=0 best_level=0 path=explore
[DIAG ar25-e3c63847] ITER-END (explore) iter=1 level=0 best_level=0 total_wins=0
[DIAG ar25-e3c63847] ITER-START iter=2 knowledge=0.66 epsilon=0.80 total_wins=0 best_level=0 path=explore
[DIAG ar25-e3c63847] ITER-END (explore) iter=2 level=0 best_level=0 total_wins=0
[DIAG ar25-e3c63847] ITER-START iter=3 knowledge=0.75 epsilon=0.78 total_wins=0 best_level=0 path=explore
[DIAG ar25-e3c63847] ITER-END (explore) iter=3 level=0 best_level=0 total_wins=0
[DIAG ar25-e3c63847] LIVE-REVISE skipped: traces_dir=C:\Users\coudr\OneDrive\projects\adaptive_reasoning\__no_traces__ programs_dir=None
[DIAG ar25-e3c63847] ITER-START iter=4 knowledge=0.75 epsilon=0.25 total_wins=0 best_level=0 path=goal_pursuit
[DIAG ar25-e3c63847] STRAT-ENTRY iter=4 preserved=False flag=False cls_enable=True arc_env_none=False live_level=0
[DIAG ar25-e3c63847] STRAT-PROBE iter=4 env_state=NOT_FINISHED env_levels_completed=0 (our iter_level=0)
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=1 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.5286541847625966 energy=0.38479000329971313 goal_prog=3.537031443556771e-05 risk=0.14954022988505755 sources={'heuristic': 4, 'random': 8} latent=[ACTION2,ACTION5,ACTION3,ACTION6] lat_conf=0.441 top=[#1 heuristic ACTION2 s=-0.529, #2 random ACTION2 s=-0.652, #3 random ACTION3 s=-0.675]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=2 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=prior score=-0.28171841186501034 energy=0.3914746046066284 goal_prog=0.2500327640445903 risk=0.1457150932730357 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION5,ACTION3,ACTION6] lat_conf=0.415 top=[#1 prior ACTION2 s=-0.282, #2 prior ACTION3 s=-0.308, #3 prior ACTION6 s=-0.311]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=3 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=prior score=-0.28041147494369334 energy=0.39380770921707153 goal_prog=0.25003192845179 risk=0.14201334816462743 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION5,ACTION3,ACTION6] lat_conf=0.414 top=[#1 prior ACTION2 s=-0.28, #2 prior ACTION3 s=-0.306, #3 prior ACTION6 s=-0.309]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=4 action=ACTION6 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.15650936108346203 energy=0.2036494016647339 goal_prog=0.2000340159276675 risk=0.15842911877394644 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION6,ACTION3,ACTION2,ACTION5] lat_conf=0.496 top=[#1 heuristic ACTION6 s=-0.157, #2 heuristic ACTION5 s=-0.196, #3 prior ACTION2 s=-0.329]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=5 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=prior score=-0.31342294801610404 energy=0.3809163272380829 goal_prog=0.25003884155376 risk=0.18842911877394652 sources={'prior': 5, 'heuristic': 3, 'random': 4} latent=[ACTION2,ACTION5,ACTION3,ACTION6] lat_conf=0.408 top=[#1 prior ACTION2 s=-0.313, #2 prior ACTION5 s=-0.328, #3 prior ACTION6 s=-0.345]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=6 action=ACTION3 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.12557054170973384 energy=0.16510042548179626 goal_prog=0.2000362107239198 risk=0.16620689655172424 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION3,ACTION6,ACTION5,ACTION2] lat_conf=0.536 top=[#1 heuristic ACTION3 s=-0.126, #2 prior ACTION2 s=-0.32, #3 prior ACTION5 s=-0.336]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=7 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.10341481631589672 energy=0.1585657298564911 goal_prog=0.20004140179225943 risk=0.15095338983050866 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION6,ACTION3,ACTION5] lat_conf=0.55 top=[#1 heuristic ACTION2 s=-0.103, #2 prior ACTION2 s=-0.297, #3 prior ACTION5 s=-0.318]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=8 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=prior score=-0.31808482812591476 energy=0.39605021476745605 goal_prog=0.2500337363235303 risk=0.17758800521512397 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION5,ACTION3,ACTION6] lat_conf=0.393 top=[#1 prior ACTION2 s=-0.318, #2 heuristic ACTION6 s=-0.335, #3 prior ACTION5 s=-0.337]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=13 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=heuristic score=0.004084416043769856 energy=0.052031755447387695 goal_prog=0.20004171313048574 risk=0.1500000000000002 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION6,ACTION5,ACTION4] lat_conf=0.565 top=[#1 heuristic ACTION2 s=0.004, #2 heuristic ACTION6 s=-0.098, #3 prior ACTION2 s=-0.274]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=14 action=ACTION5 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.12724799198912662 energy=0.1700274646282196 goal_prog=0.20003747924711207 risk=0.16305084745762727 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION5,ACTION6,ACTION4,ACTION2] lat_conf=0.518 top=[#1 heuristic ACTION5 s=-0.127, #2 prior ACTION2 s=-0.284, #3 prior ACTION3 s=-0.317]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=15 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.08655265155717415 energy=0.16319769620895386 goal_prog=0.20004030561467517 risk=0.12938648842205794 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION6,ACTION3,ACTION5] lat_conf=0.558 top=[#1 heuristic ACTION2 s=-0.087, #2 prior ACTION2 s=-0.26, #3 prior ACTION6 s=-0.296]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=16 action=ACTION4 subgoal=Try every available action at least 2x and observe effects source=random score=-0.20515245721055475 energy=0.2839507460594177 goal_prog=0.20004418927710504 risk=0.12749529190207182 sources={'prior': 5, 'heuristic': 3, 'random': 4} latent=[ACTION4,ACTION2,ACTION6,ACTION5] lat_conf=0.45 top=[#1 random ACTION4 s=-0.205, #2 prior ACTION2 s=-0.245, #3 prior ACTION6 s=-0.282]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=17 action=ACTION5 subgoal=Try every available action at least 2x and observe effects source=heuristic score=-0.07420278323034962 energy=0.12051442265510559 goal_prog=0.20004558836371872 risk=0.1600694444444447 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION5,ACTION6,ACTION2,ACTION3] lat_conf=0.537 top=[#1 heuristic ACTION5 s=-0.074, #2 prior ACTION2 s=-0.238, #3 prior ACTION6 s=-0.274]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=18 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=heuristic score=0.04741903898037758 energy=0.014594435691833496 goal_prog=0.20004683607403423 risk=0.14444444444444476 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION6,ACTION5,ACTION3] lat_conf=0.566 top=[#1 heuristic ACTION2 s=0.047, #2 heuristic ACTION5 s=-0.003, #3 prior ACTION2 s=-0.22]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=19 action=ACTION2 subgoal=Try every available action at least 2x and observe effects source=prior score=-0.20764511256736057 energy=0.3374159634113312 goal_prog=0.2500505097632413 risk=0.12692538821890537 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION2,ACTION5,ACTION3,ACTION6] lat_conf=0.433 top=[#1 prior ACTION2 s=-0.208, #2 prior ACTION6 s=-0.245, #3 prior ACTION5 s=-0.262]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=20 action=ACTION6 subgoal=Try every available action at least 2x and observe effects source=prior score=-0.24112632822625638 energy=0.37321192026138306 goal_prog=0.25005162871821085 risk=0.12467541070482294 sources={'prior': 4, 'heuristic': 3, 'random': 5} latent=[ACTION6,ACTION4,ACTION2,ACTION5] lat_conf=0.432 top=[#1 prior ACTION6 s=-0.241, #2 prior ACTION5 s=-0.259, #3 prior ACTION3 s=-0.281]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=21 action=ACTION3 subgoal=Try non-movement actions at different grid positions source=heuristic score=-0.5032469784486068 energy=0.41938093304634094 goal_prog=5.0269260100321844e-05 risk=0.0905367231638422 sources={'heuristic': 4, 'random': 8} latent=[ACTION3,ACTION4,ACTION6,ACTION5] lat_conf=0.415 top=[#1 heuristic ACTION3 s=-0.503, #2 heuristic ACTION4 s=-0.51, #3 random ACTION4 s=-0.594]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=22 action=ACTION6 subgoal=Try non-movement actions at different grid positions source=heuristic score=-0.07349832202337007 energy=0.17223745584487915 goal_prog=0.20004339304723545 risk=0.10750000000000025 sources={'prior': 5, 'heuristic': 3, 'random': 4} latent=[ACTION6,ACTION3,ACTION4,ACTION5] lat_conf=0.563 top=[#1 heuristic ACTION6 s=-0.073, #2 prior ACTION3 s=-0.272, #3 random ACTION6 s=-0.28]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=23 action=ACTION6 subgoal=Try non-movement actions at different grid positions source=random score=0.1079738995087002 energy=-0.03138551115989685 goal_prog=0.20003653789826786 risk=0.1291666666666668 sources={'prior': 5, 'heuristic': 4, 'random': 3} latent=[ACTION6,ACTION4,ACTION3,ACTION5] lat_conf=0.624 top=[#1 random ACTION6 s=0.108, #2 heuristic ACTION6 s=-0.077, #3 heuristic ACTION3 s=-0.078]
