==========================================================================================
  AdaptiveReasoning agent, human-primed   |   game='ar25'
  traces=C:\Users\coudr\OneDrive\projects\adaptive_reasoning\__no_traces__   memory=diagnostics\sampling_setup_compare\ar25_120s_switch_followup_scoring\task_program_only_memory.pt
  time_budget=120.0s   mode=development
  sampler stage: v1
  planner mode:  prior
==========================================================================================
  resolved game_id = ar25-e3c63847
  [human] no trace files under C:\Users\coudr\OneDrive\projects\adaptive_reasoning\__no_traces__
  [warn] continuing without human priors (no traces found).
  [cross-game] fresh memory
  [tuning] stall_fraction=0.25 max_wins=999 level_up_bonus=30.0s preserve_env=True
  [task-program] attached ar25-e3c63847 (family=correspondence, 2 subgoal tests, conf=0.70)

  running agent.main() with 120.0s budget ...

[DIAG ar25-e3c63847] ITER-START iter=1 knowledge=0.00 epsilon=1.00 total_wins=0 best_level=0 path=explore
[DIAG ar25-e3c63847] ITER-END (explore) iter=1 level=0 best_level=0 total_wins=0
[DIAG ar25-e3c63847] ITER-START iter=2 knowledge=0.51 epsilon=0.85 total_wins=0 best_level=0 path=explore
[DIAG ar25-e3c63847] ITER-END (explore) iter=2 level=0 best_level=0 total_wins=0
[DIAG ar25-e3c63847] ITER-START iter=3 knowledge=0.71 epsilon=0.79 total_wins=0 best_level=0 path=explore
[DIAG ar25-e3c63847] ITER-END (explore) iter=3 level=0 best_level=0 total_wins=0
[DIAG ar25-e3c63847] LIVE-REVISE START attempt=1/2 target_level=1 device=cpu (this will block ~30-90s on CPU)
[DIAG ar25-e3c63847] LIVE-REVISE compile failed after 0.0s: RuntimeError: Could not load LLM 'Qwen/Qwen2.5-3B-Instruct'. Install transformers / check HF cache.
[DIAG ar25-e3c63847] LIVE-REVISE disabled for this run: runtime unavailable (RuntimeError)
[DIAG ar25-e3c63847] ITER-START iter=4 knowledge=0.75 epsilon=0.25 total_wins=0 best_level=0 path=goal_pursuit
[DIAG ar25-e3c63847] STRAT-ENTRY iter=4 preserved=False flag=False cls_enable=True arc_env_none=False live_level=0
[DIAG ar25-e3c63847] STRAT-PROBE iter=4 env_state=NOT_FINISHED env_levels_completed=0 (our iter_level=0)
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=1 action=ACTION7 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.699634111150959 energy=0.596277117729187 goal_prog=4.108322173124179e-05 risk=0.10944055944055962 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION7 s=-0.7, #2 random ACTION4 s=-0.74, #3 heuristic ACTION1 s=-0.75]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=2 action=ACTION4 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.6362922535743192 energy=0.567861020565033 goal_prog=3.544344872352667e-05 risk=0.07411067193675898 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION4 s=-0.636, #2 random ACTION4 s=-0.673, #3 heuristic ACTION2 s=-0.719]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=3 action=ACTION1 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=heuristic score=-0.6738315151855485 energy=0.5486235320568085 goal_prog=3.902984462911263e-05 risk=0.13114444367641315 sources={'heuristic': 4, 'random': 8} top=[#1 heuristic ACTION1 s=-0.674, #2 random ACTION7 s=-0.717, #3 heuristic ACTION2 s=-0.723]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=4 action=ACTION7 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.7212025030368291 energy=0.601341962814331 goal_prog=3.503567859297618e-05 risk=0.1255097662634849 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION7 s=-0.721, #2 heuristic ACTION4 s=-0.736, #3 random ACTION6 s=-0.748]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=5 action=ACTION7 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.622543738065892 energy=0.5602976381778717 goal_prog=3.3557887945789844e-05 risk=0.06778846153846162 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION7 s=-0.623, #2 random ACTION7 s=-0.68, #3 heuristic ACTION4 s=-0.719]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=6 action=ACTION2 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.6980186248469874 energy=0.608561635017395 goal_prog=3.883603494614363e-05 risk=0.0953777472527474 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION2 s=-0.698, #2 random ACTION1 s=-0.698, #3 random ACTION1 s=-0.703]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=7 action=ACTION7 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.6996613152758138 energy=0.6127062439918518 goal_prog=3.102678601862863e-05 risk=0.09229430379746842 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION7 s=-0.7, #2 heuristic ACTION3 s=-0.703, #3 random ACTION2 s=-0.763]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=9 action=ACTION4 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.6730081386118203 energy=0.5729213356971741 goal_prog=3.861291042994708e-05 risk=0.10599128540305025 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION4 s=-0.673, #2 heuristic ACTION2 s=-0.679, #3 random ACTION3 s=-0.731]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=10 action=ACTION2 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=heuristic score=-0.6591653640184431 energy=0.5992952585220337 goal_prog=3.424976966925897e-05 risk=0.06546438177017799 sources={'heuristic': 4, 'random': 8} top=[#1 heuristic ACTION2 s=-0.659, #2 random ACTION7 s=-0.723, #3 heuristic ACTION3 s=-0.766]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=11 action=ACTION7 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.6026775280932608 energy=0.5402115881443024 goal_prog=3.266975545557216e-05 risk=0.06793981481481491 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION7 s=-0.603, #2 heuristic ACTION2 s=-0.679, #3 random ACTION4 s=-0.702]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=12 action=ACTION1 subgoal=[human-program] Probe: try each available action at least once to confirm the pr source=random score=-0.5771403260653358 energy=0.5600843131542206 goal_prog=3.962634218623862e-05 risk=0.023035714285714458 sources={'heuristic': 4, 'random': 8} top=[#1 random ACTION1 s=-0.577, #2 heuristic ACTION3 s=-0.673, #3 random ACTION1 s=-0.754]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=13 action=ACTION5 subgoal=[human-program] confirm ACTION5 switches controlled entity source=prior score=-0.6570854377292563 energy=0.6877212524414062 goal_prog=0.25003487381036393 risk=0.2250000000000001 sources={'prior': 1, 'heuristic': 4, 'random': 7} top=[#1 prior ACTION5 s=-0.657, #2 random ACTION6 s=-0.675, #3 random ACTION2 s=-0.737]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=20 action=ACTION5 subgoal=[human-program] confirm ACTION5 switches controlled entity source=prior score=-0.3788026208349039 energy=0.6342479884624481 goal_prog=0.2500323611020576 risk=8.963800941446008e-17 sources={'prior': 1, 'heuristic': 4, 'random': 7} top=[#1 prior ACTION5 s=-0.379, #2 random ACTION5 s=-0.558, #3 random ACTION6 s=-0.601]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=21 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.35204509053798644 energy=0.6093144416809082 goal_prog=0.3700399810633098 risk=0.14874164116042335 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION3 s=-0.352, #2 prior ACTION4 s=-0.352, #3 prior ACTION1 s=-0.352]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=22 action=ACTION1 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.535356127224333 energy=0.648163229227066 goal_prog=0.25003959408422816 risk=0.14317483954099017 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION1 s=-0.535, #2 prior ACTION3 s=-0.535, #3 prior ACTION2 s=-0.535]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=23 action=ACTION2 subgoal=[human-program] match yellow and purple shapes until level advances source=random score=-0.5326171032080017 energy=0.6460759937763214 goal_prog=0.1500292068198178 risk=0.04173245614035093 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 random ACTION2 s=-0.533, #2 prior ACTION4 s=-0.533, #3 prior ACTION1 s=-0.533]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=24 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.5298746662412779 energy=0.6470502316951752 goal_prog=0.2500321211591654 risk=0.13825107640897122 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION3 s=-0.53, #2 prior ACTION1 s=-0.53, #3 prior ACTION2 s=-0.53]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=25 action=ACTION2 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.5230009471321206 energy=0.6462220549583435 goal_prog=0.250042496889364 risk=0.13296261487050984 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION2 s=-0.523, #2 prior ACTION1 s=-0.523, #3 prior ACTION3 s=-0.523]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=26 action=ACTION4 subgoal=[human-program] match yellow and purple shapes until level advances source=heuristic score=-0.5576310134800868 energy=0.634094774723053 goal_prog=0.15003815550371657 risk=0.07941729323308283 sources={'prior': 4, 'heuristic': 3, 'random': 5} top=[#1 heuristic ACTION4 s=-0.558, #2 prior ACTION1 s=-0.58, #3 prior ACTION2 s=-0.58]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=27 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.572475222436231 energy=0.6544699370861053 goal_prog=0.2500432596752944 risk=0.1742324561403511 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION3 s=-0.572, #2 prior ACTION4 s=-0.573, #3 prior ACTION2 s=-0.573]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=29 action=ACTION1 subgoal=[human-program] match yellow and purple shapes until level advances source=random score=-0.5291200335936188 energy=0.5712234675884247 goal_prog=0.10003085962089245 risk=0.06322055137844619 sources={'prior': 4, 'heuristic': 3, 'random': 5} top=[#1 random ACTION1 s=-0.529, #2 random ACTION1 s=-0.56, #3 prior ACTION3 s=-0.561]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=31 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=random score=-0.5502498244756372 energy=0.6305605173110962 goal_prog=0.15003387866672713 risk=0.07524630541871935 sources={'prior': 4, 'heuristic': 3, 'random': 5} top=[#1 random ACTION3 s=-0.55, #2 prior ACTION1 s=-0.556, #3 prior ACTION4 s=-0.556]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=32 action=ACTION1 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.5507739338010157 energy=0.6505422294139862 goal_prog=0.2500340091828548 risk=0.15579724672547457 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION1 s=-0.551, #2 prior ACTION2 s=-0.551, #3 prior ACTION4 s=-0.551]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=33 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.5480297527731202 energy=0.6504035294055939 goal_prog=0.2500427998456871 risk=0.1538262770820913 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION3 s=-0.548, #2 prior ACTION4 s=-0.548, #3 prior ACTION1 s=-0.548]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=34 action=ACTION1 subgoal=[human-program] match yellow and purple shapes until level advances source=random score=-0.5242780695391499 energy=0.639214426279068 goal_prog=0.1500335237273248 risk=0.04059829059829066 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 random ACTION1 s=-0.524, #2 prior ACTION1 s=-0.543, #3 prior ACTION2 s=-0.543]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=35 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=random score=-0.4905863537876814 energy=0.5788637399673462 goal_prog=0.10004046706453665 risk=0.017766343825666032 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 random ACTION3 s=-0.491, #2 prior ACTION4 s=-0.541, #3 prior ACTION1 s=-0.541]
[DIAG ar25-e3c63847] PLAN iter=4 plan_step=36 action=ACTION3 subgoal=[human-program] match yellow and purple shapes until level advances source=prior score=-0.5357607934623917 energy=0.6481483578681946 goal_prog=0.25003641225703177 risk=0.14336158192090406 sources={'prior': 4, 'heuristic': 4, 'random': 4} top=[#1 prior ACTION3 s=-0.536, #2 prior ACTION2 s=-0.536, #3 prior ACTION4 s=-0.536]
